query_gene	target_gene
g5799	LOC145296827
g5801	LOC145296826
g5802	LOC145296828
g5803	LOC145296828
g5804	LOC145296829
g5806	LOC145296833
g5807	LOC145296833
g5808	LOC145296837
g5809	LOC145296837
g581	LOC145276820
g5810	LOC145296836
g5811	LOC145296834
g582	LOC145276841
g583	LOC145276841
g5830	LOC145296840
g5831	LOC145296840
g5833	LOC145296840
g584	LOC145276825
g5842	LOC145296841
g585	LOC145276849
g586	LOC145276853
g5864	LOC145296842
g5865	LOC145296842
g5869	LOC145296844
g587	LOC145276862
g5870	LOC145296843
g5871	LOC145296845
g5872	LOC145296846
g5873	LOC145296847
g5874	LOC145296848
g5876	LOC145296849
g5877	LOC145296850
g5878	LOC145296850
g5879	LOC145296850
g588	LOC145276870
g5880	LOC145296850
g5881	LOC145296852
g5882	LOC145296851
g5883	LOC145267031
g5884	LOC145267031
g589	LOC145276874
g5896	LOC145297047
g5899	LOC145296855
g5902	LOC145296856
g5903	LOC145296857
g5904	LOC145296858
g5905	LOC145296859
g591	LOC145276879
g5910	LOC145296860
g5911	LOC145296860
g5915	LOC145280056
g5918	LOC145296861
g5919	LOC145296862
g592	LOC145276903
g5921	LOC145296863
g5924	LOC145297083
g5925	LOC145296872
g5926	LOC145296872
g5927	LOC145296873
g5928	LOC145296875
g593	LOC145276889
g5930	LOC145296875
g5931	LOC145296877
g5932	LOC145296878
g5933	LOC145296878
g5934	LOC145296881
g5935	LOC145296882
g5936	LOC145296882
g5937	LOC145296880
g5938	LOC145296879
g5939	LOC145296883
g594	LOC145276889
g5940	LOC145296883
g5941	LOC145296884
g5942	LOC145296885
g5945	LOC145296886
g5946	LOC145296888
g5948	LOC145296892
g5949	LOC145296892
g595	LOC145276896
g5951	LOC145296892
g5953	LOC145296889
g5954	LOC145296894
g5955	LOC145296894
g5959	LOC145296897
g5960	LOC145296897
g5961	LOC145296895
g5962	LOC145296898
g5963	LOC145296899
g5964	LOC145296900
g5965	LOC145296903
g5966	LOC145296902
g5967	LOC145296906
g5968	LOC145296907
g5969	LOC145296909
g597	LOC145276906
g5970	LOC145296905
g5971	LOC145296908
g5972	LOC145296905
g5973	LOC145296908
g5974	LOC145296908
g5975	LOC145296908
g5976	LOC145296910
g5977	LOC145296922
g5978	LOC145296924
g5979	LOC145296922
g598	LOC145276914
g5980	LOC145296925
g5983	LOC145296926
g5984	LOC145296941
g5985	LOC145296943
g5986	LOC145296943
g5987	LOC145296942
g5988	LOC145296942
g5989	LOC145296946
g599	LOC145276950
g5990	LOC145296947
g5991	LOC145296948
g5992	LOC145296948
g5997	LOC145296949
g5998	LOC145296950
g600	LOC145276957
g6000	LOC145296951
g6001	LOC145296951
g6006	LOC145296954
g6007	LOC145296955
g6008	LOC145296956
g6009	LOC145296957
g601	LOC145276959
g6011	LOC145296958
g6018	LOC145296960
g602	LOC145276981
g6023	LOC145296961
g6024	LOC145296962
g6025	LOC145296962
g6026	LOC145296965
g603	LOC145276981
g6032	LOC145296967
g6034	LOC145296967
g6035	LOC145271128
g6036	LOC145271128
g6037	LOC145271128
g6038	LOC145296968
g6039	LOC145296968
g6040	LOC145296970
g6041	LOC145296974
g6046	LOC145296980
g6047	LOC145296980
g6051	LOC145296660
g6052	LOC145296659
g6053	LOC145296659
g6054	LOC145296659
g6055	LOC145296658
g6068	LOC145296655
g6069	LOC145296655
g6071	LOC145296655
g6073	LOC145296654
g6074	LOC145296654
g6075	LOC145296653
g6076	LOC145296653
g6078	LOC145296652
g6079	LOC145297069
g6080	LOC145296651
g6081	LOC145296649
g6082	LOC145296648
g6083	LOC145296647
g6084	LOC145296645
g6085	LOC145296644
g6086	LOC145296643
g6088	LOC145296668
g6089	LOC145296668
g6091	LOC145296669
g6092	LOC145296670
g6094	LOC145296671
g6096	LOC145296671
g6097	LOC145296673
g6098	LOC145296674
g6099	LOC145296675
g6101	LOC145296677
g6102	LOC145296676
g6103	LOC145296678
g6105	LOC145296680
g6106	LOC145296682
g6107	LOC145296681
g6108	LOC145296683
g6109	LOC145296684
g6110	LOC145296684
g6111	LOC145296686
g6112	LOC145296687
g6113	LOC145296685
g6114	LOC145296688
g6116	LOC145296661
g6117	LOC145296662
g6118	LOC145296663
g6119	LOC145296663
g612	LOC145277015
g6127	LOC145296664
g6128	LOC145296666
g6129	LOC145296666
g613	LOC145277015
g6130	LOC145296668
g6131	LOC145296688
g6132	LOC145296691
g6133	LOC145296692
g6134	LOC145296693
g6135	LOC145296694
g6136	LOC145296697
g6139	LOC145296698
g614	LOC145277015
g6140	LOC145296695
g6146	LOC145296699
g6147	LOC145296700
g6148	LOC145296702
g6149	LOC145296704
g6150	LOC145296705
g6151	LOC145296705
g6156	LOC145297070
g6157	LOC145297071
g6160	LOC145296707
g6162	LOC145296708
g6166	LOC145296709
g6167	LOC145296709
g6168	LOC145296709
g6169	LOC145296709
g6170	LOC145296710
g6171	LOC145296711
g6172	LOC145296712
g6173	LOC145239821
g6174	LOC145239820
g6175	LOC145239820
g6176	LOC145239822
g6179	LOC145239820
g6180	LOC145240278
g6181	LOC145240168
g6184	LOC145239824
g6185	LOC145239826
g6186	LOC145239825
g6187	LOC145239825
g6188	LOC145240280
g6189	LOC145239827
g6190	LOC145239826
g6191	LOC145239826
g6194	LOC145239829
g6195	LOC145239829
g6196	LOC145239830
g6197	LOC145239834
g6198	LOC145239831
g6199	LOC145239833
g6200	LOC145239835
g6201	LOC145239836
g6202	LOC145239836
g6206	LOC145297072
g6207	LOC145297074
g6208	LOC145296713
g6209	LOC145296711
g6211	LOC145296711
g6218	LOC145296714
g6219	LOC145296714
g6221	LOC145296717
g6225	LOC145296718
g6230	LOC145296719
g6231	LOC145296721
g6232	LOC145296721
g6233	LOC145296722
g6234	LOC145296722
g6235	LOC145296724
g6236	LOC145296725
g6237	LOC145296726
g6238	LOC145296727
g6239	LOC145296728
g6240	LOC145296729
g6262	LOC145296730
g6263	LOC145296730
g6264	LOC145296730
g6278	LOC145297078
g6280	LOC145296733
g6282	LOC145296736
g6283	LOC145296737
g6293	LOC145296740
g6298	LOC145296741
g6299	LOC145296745
g630	LOC145277022
g6300	LOC145296746
g6302	LOC145296749
g6303	LOC145296750
g6306	LOC145297585
g6307	LOC145297585
g631	LOC145277022
g6310	LOC145297585
g6311	LOC145297585
g6317	LOC145297586
g6318	LOC145297587
g6319	LOC145297587
g632	LOC145282146
g6331	LOC145297589
g6333	LOC145297595
g6335	LOC145297592
g6336	LOC145297592
g6337	LOC145297591
g6338	LOC145297596
g6339	LOC145297594
g634	LOC145277033
g6341	LOC145297594
g6343	LOC145297601
g6344	LOC145297602
g6345	LOC145297603
g6346	LOC145297604
g6347	LOC145297605
g6348	LOC145297599
g6349	LOC145297598
g635	LOC145277044
g6350	LOC145297606
g6351	LOC145297607
g6352	LOC145297609
g6353	LOC145297611
g6354	LOC145297611
g6355	LOC145297612
g6356	LOC145297610
g6357	LOC145297610
g636	LOC145277049
g6360	LOC145297612
g6365	LOC145297615
g637	LOC145277038
g6370	LOC145297617
g6371	LOC145297616
g6372	LOC145297618
g6373	LOC145297618
g6374	LOC145297620
g638	LOC145277038
g639	LOC145277054
g6391	LOC145297622
g6392	LOC145297622
g6396	LOC145297622
g640	LOC145277054
g6400	LOC145297624
g6401	LOC145297625
g6402	LOC145297625
g6403	LOC145297625
g6406	LOC145297626
g6407	LOC145297627
g6408	LOC145297627
g6409	LOC145297628
g641	LOC145277058
g6411	LOC145297631
g6412	LOC145297630
g6413	LOC145297630
g6418	LOC145297632
g642	LOC145277069
g6421	LOC145297634
g6422	LOC145297634
g6423	LOC145297633
g6425	LOC145297633
g6426	LOC145297633
g6427	LOC145297636
g6428	LOC145297636
g6429	LOC145297637
g643	LOC145277071
g6430	LOC145297637
g6431	LOC145297638
g6432	LOC145297640
g6433	LOC145297640
g6434	LOC145297640
g6435	LOC145297641
g6436	LOC145297641
g6437	LOC145297643
g6438	LOC145297644
g6439	LOC145297645
g644	LOC145277095
g6441	LOC145297646
g6442	LOC145297648
g6443	LOC145297649
g6444	LOC145297647
g6445	LOC145297873
g6447	LOC145297650
g6448	LOC145297651
g6449	LOC145297907
g645	LOC145277084
g646	LOC145277084
g6462	LOC145297652
g6463	LOC145297652
g6464	LOC145297652
g6466	LOC145297652
g6467	LOC145297652
g6468	LOC145297655
g647	LOC145277112
g6470	LOC145297653
g6474	LOC145297660
g6475	LOC145297659
g6476	LOC145297659
g648	LOC145277154
g6480	LOC145297661
g6485	LOC145260678
g6486	LOC145260679
g6487	LOC145260680
g6488	LOC145260681
g6489	LOC145260681
g649	LOC145277128
g6490	LOC145260683
g6491	LOC145260683
g6492	LOC145260683
g6494	LOC145260684
g6495	LOC145260684
g6496	LOC145260684
g6497	LOC145260685
g6498	LOC145260686
g6499	LOC145260687
g650	LOC145277128
g6500	LOC145260687
g651	LOC145277128
g6513	LOC145297666
g6514	LOC145273973
g6515	LOC145297666
g6516	LOC145297666
g6517	LOC145297671
g6518	LOC145297672
g652	LOC145277170
g6520	LOC145297671
g6521	LOC145297671
g6522	LOC145297671
g6523	LOC145297671
g6524	LOC145297671
g6525	LOC145297671
g6526	LOC145297671
g6529	LOC145297675
g653	LOC145277170
g6531	LOC145297675
g6532	LOC145297676
g6533	LOC145297677
g6536	LOC145297678
g6537	LOC145297679
g6539	LOC145297680
g654	LOC145277191
g6540	LOC145297681
g6541	LOC145297682
g6542	LOC145297682
g6543	LOC145297683
g6544	LOC145297684
g6545	LOC145297685
g6546	LOC145297685
g6547	LOC145297685
g6549	LOC145297686
g655	LOC145277237
g6550	LOC145297911
g6553	LOC145297885
g6554	LOC145297687
g6558	LOC145297886
g656	LOC145277283
g6566	LOC145297789
g657	LOC145277320
g6572	LOC145297790
g658	LOC145277382
g6580	LOC145297791
g6583	LOC145297792
g6585	LOC145297792
g659	LOC145277237
g6598	LOC145297918
g6599	LOC145297795
g660	LOC145277462
g6600	LOC145297796
g6602	LOC145297797
g6603	LOC145297797
g6604	LOC145297797
g6605	LOC145297798
g6606	LOC145297799
g6607	LOC145297802
g6608	LOC145297801
g6609	LOC145297801
g6610	LOC145297800
g6611	LOC145297800
g6612	LOC145297800
g6613	LOC145297803
g6615	LOC145297804
g6616	LOC145297805
g6617	LOC145297806
g6618	LOC145297806
g662	LOC145277398
g6620	LOC145297808
g6621	LOC145297809
g6622	LOC145297809
g6623	LOC145297809
g6624	LOC145297813
g6627	LOC145297819
g6628	LOC145297818
g6629	LOC145297818
g663	LOC145277467
g6630	LOC145297829
g6631	LOC145297828
g6632	LOC145297919
g6633	LOC145297919
g664	LOC145277476
g6642	LOC145297834
g6643	LOC145297834
g6645	LOC145297838
g6646	LOC145297839
g6647	LOC145297841
g665	LOC145277490
g6650	LOC145297848
g6651	LOC145297783
g6652	LOC145297783
g6653	LOC145297783
g6654	LOC145297783
g6655	LOC145297783
g6656	LOC145297783
g6658	LOC145297783
g6659	LOC145297773
g6660	LOC145297773
g6661	LOC145297773
g6662	LOC145297772
g6663	LOC145297772
g6664	LOC145297770
g6665	LOC145297772
g6666	LOC145297770
g6667	LOC145297770
g6668	LOC145297770
g6669	LOC145297763
g667	LOC145277495
g6670	LOC145297762
g6671	LOC145297761
g6672	LOC145274109
g6673	LOC145297760
g6674	LOC145297759
g6675	LOC145297759
g6679	LOC145297758
g668	LOC145277512
g6681	LOC145297754
g6683	LOC145297753
g6684	LOC145297779
g6685	LOC145297753
g6689	LOC145297752
g669	LOC145277521
g6690	LOC145297751
g6692	LOC145297749
g6693	LOC145297750
g6694	LOC145297748
g6695	LOC145297747
g6696	LOC145297915
g6697	LOC145297746
g6699	LOC145297744
g670	LOC145277521
g6700	LOC145297745
g6701	LOC145297743
g6702	LOC145297741
g6703	LOC145297740
g6705	LOC145297735
g6706	LOC145297733
g6707	LOC145297736
g6708	LOC145297731
g671	LOC145277521
g6710	LOC145297730
g6711	LOC145297730
g6712	LOC145297728
g6713	LOC145297727
g6714	LOC145297727
g6715	LOC145297726
g6716	LOC145297725
g6719	LOC145297722
g672	LOC145277561
g6720	LOC145297722
g6721	LOC145297722
g6722	LOC145297722
g6723	LOC145297722
g6724	LOC145297722
g6725	LOC145297723
g6726	LOC145297722
g6727	LOC145297720
g6728	LOC145297721
g6729	LOC145297721
g673	LOC145277576
g6730	LOC145297721
g6731	LOC145297719
g6732	LOC145297718
g6733	LOC145297718
g6734	LOC145297716
g6735	LOC145297717
g6736	LOC145297715
g6737	LOC145297912
g6738	LOC145297714
g674	LOC145277570
g6740	LOC145297712
g6741	LOC145297710
g6742	LOC145297711
g6743	LOC145297710
g6744	LOC145297706
g6745	LOC145297706
g6747	LOC145297709
g6748	LOC145297704
g6749	LOC145297703
g675	LOC145277580
g6750	LOC145297708
g6751	LOC145297708
g6752	LOC145297702
g6753	LOC145297701
g6754	LOC145297699
g6755	LOC145297700
g6756	LOC145297698
g6757	LOC145297697
g6758	LOC145297694
g6759	LOC145297694
g6761	LOC145297693
g6762	LOC145297693
g6763	LOC145297692
g6764	LOC145297691
g6765	LOC145297691
g6767	LOC145297689
g6769	LOC145297688
g677	LOC145277592
g6774	LOC145297887
g678	LOC145277585
g6782	LOC145297477
g6783	LOC145297478
g6784	LOC145297926
g6785	LOC145297480
g6786	LOC145297479
g6787	LOC145297481
g6788	LOC145297481
g6792	LOC145297482
g6793	LOC145297482
g6794	LOC145297484
g6795	LOC145297484
g6797	LOC145297927
g6798	LOC145297486
g6799	LOC145297488
g680	LOC145277607
g6800	LOC145297486
g6801	LOC145297487
g6802	LOC145297488
g6803	LOC145297489
g6807	LOC145297490
g6809	LOC145297491
g6810	LOC145297491
g6825	LOC145297492
g6826	LOC145297493
g6827	LOC145297494
g6828	LOC145297495
g6829	LOC145297497
g683	LOC145277648
g6830	LOC145297496
g6831	LOC145297900
g6832	LOC145297498
g6836	LOC145297499
g6837	LOC145297499
g684	LOC145277621
g6841	LOC145297500
g6842	LOC145297500
g6843	LOC145297500
g6846	LOC145297501
g6848	LOC145297503
g685	LOC145277635
g6851	LOC145297504
g6852	LOC145297933
g6853	LOC145297933
g6854	LOC145297933
g6855	LOC145297505
g6856	LOC145297506
g6857	LOC145297507
g686	LOC145277637
g6860	LOC145297508
g6861	LOC145297510
g6863	LOC145297511
g6864	LOC145297511
g6865	LOC145297511
g6867	LOC145297512
g6869	LOC145297513
g687	LOC145277637
g6870	LOC145297514
g6871	LOC145297514
g6872	LOC145297516
g6874	LOC145297516
g6878	LOC145297518
g688	LOC145277637
g6885	LOC145297520
g6886	LOC145297520
g6887	LOC145297520
g689	LOC145277656
g6895	LOC145297523
g6896	LOC145297524
g6897	LOC145297527
g6898	LOC145297525
g6899	LOC145297526
g690	LOC145277673
g6900	LOC145297528
g6901	LOC145297530
g6902	LOC145297534
g6904	LOC145297532
g6905	LOC145297535
g6906	LOC145297535
g6907	LOC145297535
g6908	LOC145297535
g6909	LOC145297533
g691	LOC145277673
g6910	LOC145297540
g6911	LOC145297541
g6912	LOC145297541
g6914	LOC145297542
g6915	LOC145297543
g6916	LOC145297545
g6917	LOC145297544
g6919	LOC145297547
g692	LOC145277677
g6920	LOC145261171
g6925	LOC145261168
g6926	LOC145261168
g6927	LOC145261134
g6928	LOC145261133
g6929	LOC145261133
g693	LOC145277704
g6930	LOC145261133
g6931	LOC145261132
g6932	LOC145261132
g6933	LOC145297547
g6934	LOC145297549
g6937	LOC145297550
g6939	LOC145297554
g694	LOC145277673
g6941	LOC145297554
g6942	LOC145297557
g6943	LOC145297551
g6944	LOC145297552
g6945	LOC145297561
g6946	LOC145297561
g6947	LOC145297558
g6948	LOC145297558
g6949	LOC145297564
g695	LOC145277673
g6950	LOC145297563
g6951	LOC145297563
g6952	LOC145297562
g6954	LOC145297565
g6955	LOC145297565
g6957	LOC145297569
g6958	LOC145297566
g6959	LOC145297571
g696	LOC145277653
g6960	LOC145297567
g6961	LOC145297568
g6962	LOC145297572
g6963	LOC145297574
g6964	LOC145297574
g6965	LOC145297575
g6967	LOC145297580
g6968	LOC145297580
g6969	LOC145297580
g697	LOC145277691
g6970	LOC145297578
g6971	LOC145297581
g6976	LOC145297582
g6977	LOC145297583
g698	LOC145277712
g6983	LOC145240384
g6984	LOC145240384
g6985	LOC145240384
g6986	LOC145240384
g6987	LOC145240384
g6988	LOC145240384
g6989	LOC145240033
g699	LOC145277727
g6990	LOC145240384
g6995	LOC145240368
g7	LOC145246641
g70	LOC145242245
g700	LOC145277736
g7003	LOC145240308
g7008	LOC145240174
g7009	LOC145292819
g701	LOC145277736
g7010	LOC145292819
g7012	LOC145239956
g7013	LOC145239956
g7014	LOC145239959
g7015	LOC145239901
g7016	LOC145239901
g7017	LOC145239964
g7018	LOC145239963
g7019	LOC145239963
g702	LOC145277742
g7020	LOC145239963
g7021	LOC145239963
g7022	LOC145239961
g7023	LOC145239966
g7024	LOC145239966
g7028	LOC145239969
g7029	LOC145240006
g703	LOC145277758
g7030	LOC145240003
g7031	LOC145240003
g7032	LOC145239995
g7033	LOC145239995
g7034	LOC145240391
g7036	LOC145240064
g7037	LOC145240189
g7038	LOC145240063
g7039	LOC145240187
g704	LOC145277751
g7040	LOC145240062
g7042	LOC145240060
g7043	LOC145240051
g7044	LOC145240053
g7045	LOC145240059
g7047	LOC145239861
g7052	LOC145239859
g7055	LOC145239861
g7057	LOC145239867
g706	LOC145277765
g7062	LOC145239869
g7063	LOC145239869
g7064	LOC145239869
g7068	LOC145239870
g7069	LOC145239872
g707	LOC145277776
g7070	LOC145239872
g7071	LOC145239872
g7072	LOC145239872
g7073	LOC145239872
g7074	LOC145239872
g7075	LOC145239872
g7076	LOC145239872
g7077	LOC145239872
g7078	LOC145239872
g7079	LOC145239872
g708	LOC145277781
g7080	LOC145239872
g7081	LOC145239872
g7083	LOC145239875
g7084	LOC145239875
g7085	LOC145239875
g7086	LOC145239875
g7087	LOC145239875
g7088	LOC145239875
g709	LOC145277788
g7090	LOC145239876
g7091	LOC145239873
g7092	LOC145239871
g7093	LOC145239877
g7094	LOC145239877
g7095	LOC145239879
g7096	LOC145240301
g7099	LOC145240302
g710	LOC145277787
g7104	LOC145239881
g7105	LOC145239882
g7106	LOC145239883
g7107	LOC145239883
g7109	LOC145239882
g7110	LOC145239882
g7111	LOC145239883
g7112	LOC145239883
g7113	LOC145239885
g7115	LOC145240173
g7118	LOC145239886
g7119	LOC145239887
g7120	LOC145239887
g7121	LOC145239888
g7122	LOC145239889
g7124	LOC145239890
g7125	LOC145239890
g7126	LOC145239893
g7130	LOC145239893
g7131	LOC145239894
g7133	LOC145239895
g7134	LOC145239896
g7135	LOC145239896
g7136	LOC145239898
g7137	LOC145239897
g7138	LOC145240056
g7139	LOC145240055
g7140	LOC145240050
g7141	LOC145240049
g7142	LOC145240049
g7143	LOC145240049
g7144	LOC145240049
g7145	LOC145240049
g7146	LOC145240048
g7147	LOC145240047
g7148	LOC145240046
g7149	LOC145240045
g7150	LOC145240043
g7151	LOC145240044
g7152	LOC145240041
g7159	LOC145303403
g7160	LOC145303403
g7170	LOC145303402
g7171	LOC145303400
g7172	LOC145303401
g7173	LOC145303401
g7174	LOC145303396
g7175	LOC145303397
g7176	LOC145303397
g7177	LOC145303397
g718	LOC145277800
g7184	LOC145303406
g7185	LOC145240079
g7186	LOC145303408
g7187	LOC145303412
g7188	LOC145303412
g719	LOC145277800
g7191	LOC145303410
g7192	LOC145303414
g7193	LOC145303414
g7194	LOC145303414
g7195	LOC145303415
g7198	LOC145303416
g7199	LOC145303417
g720	LOC145277873
g7200	LOC145266691
g7201	LOC145303418
g7202	LOC145266555
g7203	LOC145266556
g7204	LOC145266691
g7205	LOC145266555
g7206	LOC145266692
g7207	LOC145303418
g7208	LOC145303418
g721	LOC145279832
g7211	LOC145303419
g7212	LOC145303420
g7213	LOC145303421
g7214	LOC145303422
g7215	LOC145303422
g7216	LOC145303422
g7219	LOC145240166
g722	LOC145277798
g7220	LOC145240166
g7221	LOC145240166
g7223	LOC145240166
g7224	LOC145240166
g7227	LOC145303661
g7228	LOC145303659
g723	LOC145277889
g7237	LOC145303658
g7238	LOC145303656
g7239	LOC145303654
g7240	LOC145303652
g7241	LOC145303653
g7242	LOC145303651
g7243	LOC145303649
g7244	LOC145303646
g7245	LOC145303648
g7247	LOC145303647
g7248	LOC145303651
g7250	LOC145303441
g7251	LOC145240086
g7252	LOC145240127
g7254	LOC145303442
g7255	LOC145303442
g7258	LOC145303445
g7259	LOC145303443
g7261	LOC145303446
g7262	LOC145303444
g7263	LOC145303444
g7264	LOC145303450
g7265	LOC145303448
g7268	LOC145303453
g7269	LOC145303451
g727	LOC145277896
g7270	LOC145303452
g7271	LOC145303455
g7272	LOC145303456
g7277	LOC145303458
g728	LOC145277896
g7282	LOC145240128
g7283	LOC145240128
g7284	LOC145303460
g7285	LOC145303460
g7286	LOC145303463
g7287	LOC145303464
g7288	LOC145303461
g7289	LOC145303469
g729	LOC145277942
g7290	LOC145303462
g7291	LOC145303465
g7292	LOC145303467
g7294	LOC145303468
g7295	LOC145303471
g7296	LOC145303472
g7297	LOC145303473
g7298	LOC145303474
g7299	LOC145303474
g73	LOC145295995
g730	LOC145277927
g7300	LOC145303475
g7302	LOC145303476
g7303	LOC145303478
g7304	LOC145303479
g7305	LOC145240090
g7306	LOC145303479
g7308	LOC145303480
g7309	LOC145303481
g731	LOC145277937
g7310	LOC145303483
g7311	LOC145303484
g7312	LOC145303484
g7313	LOC145303484
g7314	LOC145303487
g7315	LOC145303488
g7316	LOC145303489
g7317	LOC145303489
g7325	LOC145240190
g7327	LOC145303545
g733	LOC145277950
g7333	LOC145303544
g734	LOC145277950
g7342	LOC145303543
g7344	LOC145303543
g735	LOC145277953
g7350	LOC145303542
g7351	LOC145303541
g7352	LOC145303540
g7353	LOC145303539
g7354	LOC145303541
g7359	LOC145303538
g736	LOC145277953
g7360	LOC145303536
g7365	LOC145240201
g7366	LOC145252664
g7367	LOC145303533
g7368	LOC145303533
g7369	LOC145303535
g737	LOC145277953
g7370	LOC145303534
g7372	LOC145303534
g7373	LOC145303528
g7374	LOC145303532
g7375	LOC145303530
g7376	LOC145303525
g7377	LOC145303530
g7378	LOC145303531
g7379	LOC145303528
g738	LOC145278149
g7380	LOC145303526
g7382	LOC145303524
g7383	LOC145303523
g7384	LOC145303522
g7386	LOC145303520
g7387	LOC145303519
g7388	LOC145303517
g7389	LOC145303518
g739	LOC145277953
g7390	LOC145303516
g7392	LOC145303519
g7393	LOC145303512
g7395	LOC145303514
g7396	LOC145303515
g7397	LOC145303515
g7398	LOC145303516
g74	LOC145296264
g740	LOC145277979
g7402	LOC145303508
g7403	LOC145303510
g7404	LOC145303509
g7405	LOC145303511
g7407	LOC145303512
g741	LOC145277967
g7410	LOC145303506
g7411	LOC145303504
g7412	LOC145240192
g7413	LOC145303503
g7414	LOC145303502
g7415	LOC145303499
g7416	LOC145303498
g7417	LOC145303497
g7418	LOC145303495
g7419	LOC145303495
g742	LOC145278149
g7420	LOC145303495
g7421	LOC145303495
g7422	LOC145303494
g7423	LOC145303493
g7424	LOC145303496
g743	LOC145278157
g7430	LOC145303491
g7431	LOC145303491
g7436	LOC145303490
g7438	LOC145303547
g7439	LOC145303549
g744	LOC145277999
g7440	LOC145303547
g7441	LOC145303550
g7442	LOC145303550
g7444	LOC145303553
g7445	LOC145303551
g745	LOC145277985
g7450	LOC145303554
g7451	LOC145303555
g7452	LOC145303557
g7453	LOC145303558
g7455	LOC145303559
g7457	LOC145303559
g7459	LOC145303561
g746	LOC145278006
g7460	LOC145303562
g7462	LOC145303564
g7466	LOC145303565
g7467	LOC145303566
g7468	LOC145303567
g747	LOC145277985
g7470	LOC145303568
g7472	LOC145303569
g7473	LOC145303569
g7474	LOC145303569
g7475	LOC145303570
g7477	LOC145240213
g7478	LOC145303571
g7479	LOC145303571
g748	LOC145278012
g7480	LOC145303573
g7482	LOC145303572
g7483	LOC145303575
g7484	LOC145303576
g7485	LOC145303576
g7486	LOC145240214
g7488	LOC145303578
g7489	LOC145303581
g749	LOC145278012
g7490	LOC145303579
g7492	LOC145240130
g7493	LOC145240130
g7494	LOC145240130
g7495	LOC145303584
g7498	LOC145303585
g7499	LOC145303586
g75	LOC145295993
g750	LOC145278080
g7500	LOC145303588
g7501	LOC145303588
g7502	LOC145303588
g7503	LOC145303588
g7504	LOC145303589
g7505	LOC145303592
g7507	LOC145303590
g7508	LOC145303593
g7509	LOC145303594
g751	LOC145278056
g7510	LOC145240131
g7516	LOC145303596
g7517	LOC145303598
g7518	LOC145303599
g7519	LOC145303601
g752	LOC145278192
g7520	LOC145303601
g7521	LOC145303601
g7524	LOC145303640
g753	LOC145278062
g7530	LOC145303641
g7534	LOC145240283
g7535	LOC145240283
g7536	LOC145239838
g754	LOC145278070
g7540	LOC145239839
g7541	LOC145239840
g7542	LOC145239840
g7543	LOC145239840
g7544	LOC145239841
g7545	LOC145239842
g7547	LOC145239843
g755	LOC145278074
g7550	LOC145239845
g7552	LOC145239846
g7553	LOC145240169
g7554	LOC145239847
g7555	LOC145239847
g7558	LOC145239848
g7559	LOC145239848
g756	LOC145278087
g7560	LOC145239849
g7561	LOC145239850
g7562	LOC145239852
g7563	LOC145239851
g7565	LOC145239853
g7567	LOC145239854
g757	LOC145278113
g7570	LOC145239854
g7576	LOC145240170
g7577	LOC145240285
g758	LOC145278124
g7580	LOC145239855
g7584	LOC145239856
g759	LOC145278140
g7592	LOC145303664
g7593	LOC145303664
g7594	LOC145303664
g7595	LOC145303664
g7596	LOC145303664
g7597	LOC145303663
g7598	LOC145303666
g7599	LOC145303667
g76	LOC145295992
g7600	LOC145239746
g7601	LOC145239747
g7602	LOC145239749
g7603	LOC145239749
g7605	LOC145239750
g7606	LOC145239751
g7607	LOC145239752
g7608	LOC145239753
g7609	LOC145239754
g7610	LOC145239755
g7611	LOC145239756
g7612	LOC145239757
g7614	LOC145239758
g7615	LOC145239758
g7616	LOC145239758
g7617	LOC145239758
g7618	LOC145239758
g7619	LOC145239758
g7620	LOC145239758
g7621	LOC145239758
g7622	LOC145239758
g7623	LOC145239758
g7624	LOC145239758
g7625	LOC145239758
g7626	LOC145239758
g7627	LOC145239758
g7628	LOC145239758
g7629	LOC145239758
g763	LOC145248943
g7630	LOC145239758
g7631	LOC145239760
g7632	LOC145239760
g7633	LOC145239761
g7634	LOC145239764
g7635	LOC145239765
g7636	LOC145239763
g7637	LOC145239766
g7638	LOC145239766
g7639	LOC145239767
g764	LOC145249080
g7640	LOC145239767
g7649	LOC145239851
g765	LOC145249244
g7650	LOC145239768
g7651	LOC145239769
g7652	LOC145239770
g7653	LOC145239770
g7654	LOC145239771
g7656	LOC145239772
g7657	LOC145239773
g7658	LOC145239774
g7659	LOC145296912
g7661	LOC145296919
g7662	LOC145296919
g7663	LOC145296916
g7664	LOC145297084
g7665	LOC145297059
g7666	LOC145296917
g7667	LOC145296917
g7668	LOC145296932
g7669	LOC145296937
g7670	LOC145296936
g7671	LOC145296938
g7673	LOC145241553
g7677	LOC145241551
g7678	LOC145241551
g7679	LOC145241551
g768	LOC145249375
g7689	LOC145241557
g769	LOC145249448
g7690	LOC145241557
g7691	LOC145241557
g7692	LOC145241558
g7698	LOC145241561
g7699	LOC145241483
g77	LOC145295992
g7709	LOC145241479
g771	LOC145249569
g7710	LOC145241477
g7711	LOC145241477
g7712	LOC145241481
g7713	LOC145241481
g7714	LOC145241481
g7715	LOC145241481
g7716	LOC145241479
g7717	LOC145241481
g7718	LOC145241479
g7719	LOC145241476
g772	LOC145249513
g7721	LOC145241470
g7723	LOC145241612
g7727	LOC145241466
g7728	LOC145241465
g773	LOC145250062
g7731	LOC145241464
g7732	LOC145241464
g7733	LOC145241464
g7738	LOC145241610
g774	LOC145249896
